Date,^IXIC Open,^IXIC High,^IXIC Low,^IXIC Close,^IXIC Adj Close,^IXIC Volume,^DJI Open,^DJI High,^DJI Low,^DJI Close,^DJI Adj Close,^DJI Volume
2021-01-04,0.6303699360286965,0.4381111682071419,-2.1920533565144775,-1.4838438338012048,-1.4838438338012048,32.062450497886495,0.6874617801374409,0.12007029051431463,-1.536500279754034,-1.257907462087929,-1.257907462087929,51.28554110543588
2021-01-05,-2.285981517870449,-1.0117606736591183,0.9711741797141303,0.944536775678754,0.944536775678754,4.93470572927367,-1.391469867484208,-0.5537476396969462,0.8661946682424199,0.5533549647660873,0.5533549647660873,-30.295343057531422
2021-01-06,0.003947607233954363,0.6322242639640931,-0.12371923333472364,-0.611666120307647,-0.611666120307647,9.802313157951689,0.5234850073999877,1.683057632721494,0.5666757095857229,1.4302551228400646,1.4302551228400646,35.49379485033484
2021-01-07,1.5759194303743487,1.3944572741038481,1.7035862709430127,2.531807625401899,2.531807625401899,-11.690109621646492,1.7576867733629078,0.548895105235077,1.91079226603445,0.6844334160799298,0.6844334160799298,-15.67885570498995
2021-01-08,2.250631640859242,0.8911400658994933,1.3064630062985179,1.024011688886295,1.024011688886295,6.341578375272208,0.5434847201265026,-0.1691867098159426,-0.3390761226528678,0.18294393762899197,0.18294393762899197,-11.54861733498915
2021-01-11,-0.8503958541543368,-0.5300199162710455,-0.28452895455347565,-1.2619131811072886,-1.2619131811072886,-4.617286544865299,-0.17463476079004658,-0.14039559664324472,0.12589310499163942,-0.2875096206320003,-0.2875096206320003,-6.674656291056726
2021-01-12,0.10171482877878207,-0.2532417632558696,-0.2741538114922503,0.27576863697822585,0.27576863697822585,4.26932770144395,-0.0011587064478372803,0.05651709732937701,0.18372806586956347,0.19330719093165558,0.19330719093165558,1.6909018473947275
2021-01-13,0.19847139598350022,0.5031969245018492,0.6699215301090333,0.431432204983459,0.431432204983459,-2.2168258356115147,0.2250281684268249,0.12465035844210906,0.33383890948521755,-0.026456980996594662,-0.026456980996594662,13.069728270347087
2021-01-14,0.6605592904156528,0.3714087777224498,0.3621537123694003,-0.1243106768494415,-0.1243106768494415,-5.358784881684986,0.002538380278522541,0.22575634801540695,-0.03166005385837464,-0.22223686941634518,-0.22223686941634518,3.4626435083040725
2021-01-15,-0.5697492506210734,-0.6094867720497298,-1.141362366731956,-0.8742657500701418,-0.8742657500701418,-4.18087550484377,-0.5124802049421076,-0.9066108397079418,-1.2000171654523721,-0.5736041310717335,-0.5736041310717335,1.2058556218315524
2021-01-19,0.2502996778402276,0.5088336862702884,0.9907730587639987,1.5169180537053515,1.5169180537053515,-2.516552244241201,-0.12731579929586245,0.4663620811549344,0.8209832041604921,0.37658213161612814,0.37658213161612814,-11.386462566412696
2021-01-20,1.5850538816753288,2.0925323016715685,1.9014876918405046,1.9514847552860104,1.9514847552860104,7.979472945819002,0.4203841966296248,0.4793176633197862,0.42920763377180765,0.8302233543656069,0.8302233543656069,-0.3681717451873586
2021-01-21,1.3321404742108522,0.5488323379450102,0.9281841168149542,0.545871513517469,0.545871513517469,6.218786085415218,0.5801482513687499,0.11595354771396493,0.39643779676527335,-0.03967358227439148,-0.03967358227439148,8.415433747768105
2021-01-22,-0.3457582124458822,0.050060211173751826,0.07125299190333213,0.08974978550052237,0.08974978550052237,-19.498502560497233,-0.1811024166370662,-0.41869069461233416,-0.6849980221460811,-0.5759085770940695,-0.5759085770940695,4.038825989598733
2021-01-25,1.5201371098193892,1.1858294593257848,-0.7079581282008746,0.683843084154067,0.683843084154067,18.59995752303278,-0.48835601391700606,-0.48835601391700606,-1.1205452353413197,-0.11937467856484242,-0.11937467856484242,8.112882104640285
2021-01-26,0.003725957935651091,-0.19167660044443385,1.7389721280468304,-0.07285339563885573,-0.07285339563885573,-4.901677668177589,-0.0687520298448243,0.42366066669509334,1.1633729748887605,-0.07419074935073762,-0.07419074935073762,-23.688231972916434
2021-01-27,-1.4365492555682697,-1.206063166325063,-3.0624779725760916,-2.6433071497332064,-2.6433071497332064,52.86398994102658,-0.24173522300805092,-0.7341479195479583,-2.338784519090875,-2.070181630110136,-2.070181630110136,41.74436387364204
2021-01-28,-1.2181488201386335,-0.22761383517892939,0.9325758593259905,0.5003103327843935,0.5003103327843935,-15.432638008107002,-1.6862866559089034,0.18637141082760816,0.5621268496380991,0.9857461502382351,0.9857461502382351,-19.708568677170703
2021-01-29,-0.2899152537548251,-1.3838621276698626,-2.5206653852869736,-2.0181784212885376,-2.0181784212885376,-23.51598583619854,0.5800689624264848,-1.2925891043100224,-1.7296080811368426,-2.0491934641313874,-2.0491934641313874,14.239256231155375
