Date,^GSPC Open,^GSPC High,^GSPC Low,^GSPC Close,^GSPC Adj Close,^GSPC Volume,^IXIC Open,^IXIC High,^IXIC Low,^IXIC Close,^IXIC Adj Close,^IXIC Volume
2021-01-04,0.8359768328780304,0.260021185511422,-1.7368091138571236,-1.4864762712025787,-1.4864762712025787,45.5854156991257,0.6303699360286965,0.4381111682071419,-2.1920533565144775,-1.4838438338012048,-1.4838438338012048,32.062450497886495
2021-01-05,-1.7846752203106473,-0.8567096311512324,0.8796217322024288,0.7057631383362026,0.7057631383362026,-8.833119980692347,-2.285981517870449,-1.0117606736591183,0.9711741797141303,0.944536775678754,0.944536775678754,4.93470572927367
2021-01-06,0.3827133068764019,1.2022679504866365,0.2775528898368426,0.5693603382474094,0.5693603382474094,27.828556641025887,0.003947607233954363,0.6322242639640931,-0.12371923333472364,-0.611666120307647,-0.611666120307647,9.802313157951689
2021-01-07,1.4046143047451256,0.7508013826150844,1.58957765380261,1.4738260107752972,1.4738260107752972,-17.33119677348105,1.5759194303743487,1.3944572741038481,1.7035862709430127,2.531807625401899,2.531807625401899,-11.690109621646492
2021-01-08,1.3282960932354548,0.3964241088179726,0.5005140490391203,0.5476837393515369,0.5476837393515369,-6.60924018202835,2.250631640859242,0.8911400658994933,1.3064630062985179,1.024011688886295,1.024011688886295,6.341578375272208
2021-01-11,-0.31267705439479304,-0.23101000986906037,0.14314524475288992,-0.6576327616621317,-0.6576327616621317,-6.661790417940194,-0.8503958541543368,-0.5300199162710455,-0.28452895455347565,-1.2619131811072886,-1.2619131811072886,-4.617286544865299
2021-01-12,-0.03996905645689609,-0.18561840723725645,-0.3307110306611183,0.041570203056956405,0.041570203056956405,11.206188775766805,0.10171482877878207,-0.2532417632558696,-0.2741538114922503,0.27576863697822585,0.27576863697822585,4.26932770144395
2021-01-13,0.01604090755932693,0.2667789440228212,0.3961413850652046,0.22730563867261075,0.22730563867261075,-8.18255951854601,0.19847139598350022,0.5031969245018492,0.6699215301090333,0.431432204983459,0.431432204983459,-2.2168258356115147
2021-01-14,0.33476855627764074,0.06907230248649521,0.03586610912959498,-0.3760513068743101,-0.3760513068743101,12.17644683099071,0.6605592904156528,0.3714087777224498,0.3621537123694003,-0.1243106768494415,-0.1243106768494415,-5.358784881684986
2021-01-15,-0.6904551704127724,-0.9161547312891748,-1.1465847482565694,-0.7216000798278505,-0.7216000798278505,3.242811324105447,-0.5697492506210734,-0.6094867720497298,-1.141362366731956,-0.8742657500701418,-0.8742657500701418,-4.18087550484377
2021-01-19,-0.1809655932449206,0.4161604267772498,0.8167386670458922,0.8103457635761656,0.8103457635761656,-6.8472638231994996,0.2502996778402276,0.5088336862702884,0.9907730587639987,1.5169180537053515,1.5169180537053515,-2.516552244241201
