Date,^GSPC Open,^GSPC High,^GSPC Low,^GSPC Close,^GSPC Adj Close,^GSPC Volume,^RUT Open,^RUT High,^RUT Low,^RUT Close,^RUT Adj Close,^RUT Volume
2021-01-04,0.8359768328780304,0.260021185511422,-1.7368091138571236,-1.4864762712025787,-1.4864762712025787,45.5854156991257,-0.20982457508583735,0.4677581418881356,-1.8564121553682917,-1.476775080326202,-1.476775080326202,45.5854156991257
2021-01-05,-1.7846752203106473,-0.8567096311512324,0.8796217322024288,0.7057631383362026,0.7057631383362026,-8.833119980692347,-1.5295187575932783,-0.09749772979072917,0.8545957880962851,1.6917489758402335,1.6917489758402335,-8.833119980692347
2021-01-06,0.3827133068764019,1.2022679504866365,0.2775528898368426,0.5693603382474094,0.5693603382474094,27.828556641025887,1.7575234006612535,4.472192132848991,1.8655120197508017,3.904848469898834,3.904848469898834,27.828556641025887
2021-01-07,1.4046143047451256,0.7508013826150844,1.58957765380261,1.4738260107752972,1.4738260107752972,-17.33119677348105,3.91374067635989,0.9351651147961629,3.91374067635989,1.875951742414416,1.875951742414416,-17.33119677348105
2021-01-08,1.3282960932354548,0.3964241088179726,0.5005140490391203,0.5476837393515369,0.5476837393515369,-6.60924018202835,1.8818228578966048,0.6940159643923485,0.25606735037025685,-0.24972763513103916,-0.24972763513103916,-6.60924018202835
2021-01-11,-0.31267705439479304,-0.23101000986906037,0.14314524475288992,-0.6576327616621317,-0.6576327616621317,-6.661790417940194,-0.4609191917277748,-0.8780646640436772,-0.1439668152325482,-0.031075956798854908,-0.031075956798854908,-6.661790417940194
2021-01-12,-0.03996905645689609,-0.18561840723725645,-0.3307110306611183,0.041570203056956405,0.041570203056956405,11.206188775766805,0.14304156501021784,1.562135556145214,1.4518446960413474,1.751654844735092,1.751654844735092,11.206188775766805
2021-01-13,0.01604090755932693,0.2667789440228212,0.3961413850652046,0.22730563867261075,0.22730563867261075,-8.18255951854601,1.7242241367640254,0.14226127174107522,0.8535045944898747,-0.7542608627616457,-0.7542608627616457,-8.18255951854601
2021-01-14,0.33476855627764074,0.06907230248649521,0.03586610912959498,-0.3760513068743101,-0.3760513068743101,12.17644683099071,-0.6860246083167139,1.5317868332909692,0.18469493395742734,2.033202134410241,2.033202134410241,12.17644683099071
2021-01-15,-0.6904551704127724,-0.9161547312891748,-1.1465847482565694,-0.7216000798278505,-0.7216000798278505,3.242811324105447,1.9244661792864464,-0.44594214370531177,-0.5260777288538704,-1.5028807071569381,-1.5028807071569381,3.242811324105447
2021-01-19,-0.1809655932449206,0.4161604267772498,0.8167386670458922,0.8103457635761656,0.8103457635761656,-6.8472638231994996,-1.3635056330909643,-0.10865206540763053,1.087038275049358,1.307352263852935,1.307352263852935,-6.8472638231994996
2021-01-20,0.903918673638365,1.440994483715432,0.9438476800864041,1.3839417376510863,1.3839417376510863,-9.364259101791287,1.2525282299009746,0.9884263116539487,1.1451408248318937,0.43973875468505824,0.43973875468505824,-9.364259101791287
2021-01-21,1.074852942578745,0.04403334222899716,0.7526223234278127,0.03166731613135491,0.03166731613135491,-1.421072773262897,0.41728546252690285,-0.30869969670876624,-0.5578328411214899,-0.8926147883829292,-0.8926147883829292,-1.421072773262897
2021-01-22,-0.34330040823762303,-0.23697643804987925,-0.3814795347163267,-0.30151526629377107,-0.30151526629377107,12.690512592416075,-0.9679821276551321,0.08164617144505226,-0.9049117164279967,1.2686456256336756,1.2686456256336756,12.690512592416075
2021-01-25,0.19334774268770047,0.17946930696917252,-0.871842838015138,0.36093175130174654,0.36093175130174654,31.465658450835733,1.3107024432298664,1.194427039809773,0.7733931299282804,-0.2534605317287281,-0.2534605317287281,31.465658450835733
2021-01-26,0.2924319862627628,0.30193362640846555,1.324297047997269,-0.1489943161153501,-0.1489943161153501,-13.161264873525022,-0.1504326277092888,-0.5413649231485349,0.5194434756973075,-0.6218201131724406,-0.6218201131724406,-13.161264873525022
2021-01-27,-0.6787193673625181,-0.8840487717269332,-3.042347938068627,-2.601331512610035,-2.601331512610035,48.58168389988711,-0.8719687068103752,-1.6791557972518683,-2.755264294659727,-1.9331152994985796,-1.9331152994985796,48.58168389988711
