Date,Adj Close_x,Adj Close_y,spread
2018-01-02,24824.009765625,2695.81005859375,-1316.7021113513165
2018-01-03,24922.6796875,2713.06005859375,-1315.4009554771842
2018-01-04,25075.130859375,2723.989990234375,-1329.1129808872647
2018-01-05,25295.869140625,2743.14990234375,-1345.6328420397772
2018-01-08,25283.0,2747.7099609375,-1338.9926366904433
2018-01-09,25385.80078125,2751.2900390625,-1352.029108016559
2018-01-10,25369.130859375,2748.22998046875,-1352.3946678155135
2018-01-11,25574.73046875,2767.56005859375,-1366.2973728928273
2018-01-12,25803.189453125,2786.239990234375,-1384.5451762874727
2018-01-16,25792.859375,2776.419921875,-1392.695507783852
2018-01-17,26115.650390625,2802.56005859375,-1418.7307807097504
2018-01-18,26017.810546875,2798.030029296875,-1407.4461383456419
2018-01-19,26071.720703125,2810.300048828125,-1403.8900679337767
2018-01-22,26214.599609375,2832.969970703125,-1404.3148578144273
2018-01-23,26210.810546875,2839.1298828125,-1397.5424878653448
2018-01-24,26252.119140625,2837.5400390625,-1405.8093848678263
2018-01-25,26392.7890625,2839.25,-1426.8370790794252
2018-01-26,26616.7109375,2872.8701171875,-1429.4113260191343
2018-01-29,26439.48046875,2853.530029296875,-1420.1041720073172
2018-01-30,26076.890625,2822.429931640625,-1392.5958428025688
2018-01-31,26149.390625,2823.81005859375,-1402.9344967824036
2018-02-01,26186.7109375,2821.97998046875,-1410.7969689286047
2018-02-02,25520.9609375,2762.1298828125,-1363.0363299487435
2018-02-05,24345.75,2648.93994140625,-1286.2671054711182
2018-02-06,24912.76953125,2695.139892578125,-1331.7192601120482
2018-02-07,24893.349609375,2681.659912109375,-1342.0602363023386
2018-02-08,23860.4609375,2581.0,-1275.765719807037
2018-02-09,24190.900390625,2619.550048828125,-1290.627361500001
2018-02-12,24601.26953125,2656.0,-1320.5088042678694
2018-02-13,24640.44921875,2662.93994140625,-1319.9018032041622
2018-02-14,24893.490234375,2698.6298828125,-1325.1129959932646
2018-02-15,25200.369140625,2731.199951171875,-1342.1463300516843
2018-02-16,25219.380859375,2732.219970703125,-1344.1993335161624
2018-02-20,24964.75,2716.260009765625,-1319.0011805255667
2018-02-21,24797.779296875,2701.330078125,-1306.9422419297202
2018-02-22,24962.48046875,2703.9599609375,-1330.934386049702
2018-02-23,25309.990234375,2747.300048828125,-1343.7652059580232
2018-02-26,25709.26953125,2779.60009765625,-1376.004006938787
2018-02-27,25410.029296875,2744.280029296875,-1362.955375257221
2018-02-28,25029.19921875,2713.830078125,-1331.8485780397318
2018-03-01,24608.98046875,2677.669921875,-1300.0852656666661
2018-03-02,24538.060546875,2691.25,-1275.0418078418625
2018-03-05,24874.759765625,2720.93994140625,-1299.7753751918885
2018-03-06,24884.119140625,2728.1201171875,-1294.1080334146995
2018-03-07,24801.359375,2726.800048828125,-1282.0509491751436
2018-03-08,24895.2109375,2738.969970703125,-1285.0510397298472
2018-03-09,25335.740234375,2786.570068359375,-1308.6573741374455
2018-03-12,25178.609375,2783.02001953125,-1286.8090489128344
2018-03-13,25007.029296875,2765.31005859375,-1276.785087808858
2018-03-14,24758.119140625,2749.47998046875,-1252.3817370637535
2018-03-15,24873.66015625,2747.330078125,-1273.2074994196564
2018-03-16,24946.509765625,2752.010009765625,-1280.3028589972014
2018-03-19,24610.91015625,2712.919921875,-1265.1471771850324
2018-03-20,24727.26953125,2716.93994140625,-1279.9352959313155
2018-03-21,24682.310546875,2711.929931640625,-1277.6782092988856
2018-03-22,23957.890625,2643.68994140625,-1228.8241530791215
2018-03-23,23533.19921875,2588.260009765625,-1215.6076632858922
2018-03-26,24202.599609375,2658.550048828125,-1253.5184040050772
2018-03-27,23857.7109375,2612.6201171875,-1243.7010971358732
2018-03-28,23848.419921875,2605.0,-1249.8194298164203
2018-03-29,24103.109375,2640.8701171875,-1255.1168975545374
2018-04-02,23644.189453125,2581.8798828125,-1239.9280694436861
2018-04-03,24033.359375,2614.449951171875,-1270.2627881208664
2018-04-04,24264.30078125,2644.68994140625,-1277.3517875167458
2018-04-05,24505.220703125,2662.840087890625,-1298.1435415404944
2018-04-06,23932.759765625,2604.469970703125,-1263.9820129453824
2018-04-09,23979.099609375,2613.159912109375,-1262.7823677787715
2018-04-10,24408.0,2656.8701171875,-1288.398917456444
2018-04-11,24189.44921875,2642.18994140625,-1267.7529038832663
2018-04-12,24483.05078125,2663.989990234375,-1293.4101294346206
2018-04-13,24360.140625,2656.300048828125,-1281.2330750404622
2018-04-16,24573.0390625,2677.840087890625,-1294.1055897715064
