Date,Adj Close_x,Adj Close_y,spread
2018-01-02,6061.2998046875,1030.5999755859375,-174.8853962313276
2018-01-03,6070.39990234375,1038.31005859375,-168.98516176429075
2018-01-04,6077.10009765625,1051.5799560546875,-157.0478146964706
2018-01-05,6122.2998046875,1061.68994140625,-155.9272519757535
2018-01-08,6130.39990234375,1064.02001953125,-155.20814007079593
2018-01-09,6135.7998046875,1070.7900390625,-149.5120656494048
2018-01-10,6096.7001953125,1066.6400146484375,-145.8858690111972
2018-01-11,6067.60009765625,1062.7099609375,-144.02842776669058
2018-01-12,6070.10009765625,1066.7900390625,-140.44555544352397
2018-01-15,6077.10009765625,1066.5,-142.1277707511581
2018-01-16,6048.60009765625,1067.8499755859375,-135.10964902431806
2018-01-17,6015.7998046875,1066.47998046875,-129.95624575514444
2018-01-18,6014.60009765625,1067.7900390625,-128.4075866428193
2018-01-19,6005.7998046875,1073.77001953125,-120.67738348531043
2018-01-22,5991.89990234375,1077.199951171875,-114.4830070085925
2018-01-23,6037.0,1076.300048828125,-124.3525214395213
2018-01-24,6054.7001953125,1067.5899658203125,-136.5828603685186
2018-01-25,6050.0,1064.1700439453125,-139.06799649186814
2018-01-29,6075.39990234375,1069.9000244140625,-138.38960754764548
2018-01-30,6022.7998046875,1061.9000244140625,-135.92837805496606
2018-01-31,6037.7001953125,1063.0,-137.79182673636296
2018-02-01,6090.10009765625,1059.27001953125,-151.94322138944244
2018-02-02,6121.39990234375,1043.52001953125,-173.91819918419515
2018-02-05,6026.2001953125,1027.72998046875,-170.77469957917856
2018-02-06,5833.2998046875,1001.6500244140625,-158.49017827598323
2018-02-07,5876.7998046875,1021.6699829101562,-147.12160073179325
2018-02-08,5890.7001953125,1001.1699829101562,-170.3861426783942
2018-02-09,5838.0,987.5499877929688,-173.5250006487272
2018-02-12,5820.7001953125,998.780029296875,-158.85433384033627
2018-02-13,5855.89990234375,992.5499877929688,-172.08497476775392
2018-02-14,5841.2001953125,1001.6900024414062,-160.02144827083998
2018-02-15,5909.0,1009.5,-165.69563321376882
2018-02-16,5904.0,1021.0,-153.20122161010158
2018-02-19,5941.60009765625,1016.4199829101562,-165.25923338162352
2018-02-20,5940.89990234375,1021.4000244140625,-160.1399354090006
2018-02-21,5943.7001953125,1023.6500244140625,-158.44686417335902
2018-02-22,5950.89990234375,1024.02001953125,-159.50876349914734
2018-02-23,5999.7998046875,1026.7099609375,-166.54414815465975
2018-02-26,6042.2001953125,1032.989990234375,-168.69680694528824
2018-02-27,6056.89990234375,1032.0799560546875,-172.53035297345218
2018-02-28,6016.0,1028.3399658203125,-168.13607571193188
2018-03-01,5973.2998046875,1018.4400024414062,-169.54372515131809
2018-03-02,5928.89990234375,998.1799926757812,-180.97337929848095
2018-03-05,5959.5,1006.27001953125,-178.96917087955626
2018-03-06,5962.39990234375,1009.25,-176.56592971883174
2018-03-07,5902.0,1012.6699829101562,-161.13347405847844
2018-03-08,5942.89990234375,1026.1400146484375,-155.7977098160925
2018-03-09,5963.2001953125,1030.3199462890625,-155.65514755266076
2018-03-12,5996.10009765625,1032.4000244140625,-160.1182783576885
2018-03-13,5974.7001953125,1023.9299926757812,-164.33224785437642
2018-03-14,5935.2998046875,1020.9500122070312,-159.47618719782304
2018-03-15,5920.7998046875,1026.4200439453125,-151.12236180890727
2018-03-16,5949.39990234375,1029.469970703125,-153.76048884617217
2018-03-19,5959.39990234375,1019.1900024414062,-166.02928031522515
2018-03-20,5936.39990234375,1025.010009765625,-155.63497961413782
2018-03-21,5950.2998046875,1023.4500122070312,-159.9594220088245
2018-03-22,5937.2001953125,1009.739990234375,-171.06416326827934
2018-03-23,5820.7001953125,996.3200073242188,-161.31435581299252
2018-03-26,5790.5,990.97998046875,-160.64809773810862
2018-03-27,5832.2998046875,1002.010009765625,-157.93131060368728
2018-03-28,5789.5,1006.8599853515625,-144.56921053456267
2018-03-29,5759.39990234375,1011.719970703125,-133.7228479068226
2018-04-03,5751.89990234375,1008.4400024414062,-135.51119876304074
2018-04-04,5761.39990234375,1005.530029296875,-140.3105539545395
