Date,Adj Close_x,Adj Close_y,spread
2018-01-02,6061.2998046875,7648.10009765625,5264.350039875455
2018-01-03,6070.39990234375,7671.10009765625,5283.771210414302
2018-01-04,6077.10009765625,7695.89990234375,5305.9360042166845
2018-01-05,6122.2998046875,7724.2001953125,5316.460439247489
2018-01-08,6130.39990234375,7696.5,5285.5746882162
2018-01-09,6135.7998046875,7731.0,5317.951048413073
2018-01-10,6096.7001953125,7748.5,5350.827898116957
2018-01-11,6067.60009765625,7762.89990234375,5376.672104769144
2018-01-12,6070.10009765625,7778.60009765625,5391.389115725733
2018-01-15,6077.10009765625,7769.10009765625,5379.1361995291845
2018-01-16,6048.60009765625,7755.89990234375,5377.144305874063
2018-01-17,6015.7998046875,7725.39990234375,5359.543799840525
2018-01-18,6014.60009765625,7701.0,5335.615710770696
2018-01-19,6005.7998046875,7730.7998046875,5368.876439607918
2018-01-22,5991.89990234375,7715.39990234375,5358.943003877391
2018-01-23,6037.0,7731.7998046875,5357.606222034878
2018-01-24,6054.7001953125,7643.39990234375,5262.245297640004
2018-01-25,6050.0,7615.7998046875,5236.493663384143
2018-01-29,6075.39990234375,7671.5,5282.204744046231
2018-01-30,6022.7998046875,7588.0,5219.3909813002265
2018-01-31,6037.7001953125,7533.60009765625,5159.131146572694
2018-02-01,6090.10009765625,7490.39990234375,5095.323445565949
2018-02-02,6121.39990234375,7443.39990234375,5036.014054241228
2018-02-05,6026.2001953125,7335.0,4965.053696953632
2018-02-06,5833.2998046875,7141.39990234375,4847.316257821991
2018-02-07,5876.7998046875,7279.39990234375,4968.208850029148
2018-02-08,5890.7001953125,7170.7001953125,4854.04248435648
2018-02-09,5838.0,7092.39990234375,4796.467794421601
2018-02-12,5820.7001953125,7177.10009765625,4887.971548665724
2018-02-13,5855.89990234375,7168.0,4865.028330495171
2018-02-14,5841.2001953125,7214.0,4916.809339291008
2018-02-15,5909.0,7234.7998046875,4910.945261057494
2018-02-16,5904.0,7294.7001953125,4972.8120203943145
2018-02-19,5941.60009765625,7247.7001953125,4911.024889275782
2018-02-20,5940.89990234375,7246.7998046875,4910.399867081715
2018-02-21,5943.7001953125,7281.60009765625,4944.098878354928
2018-02-22,5950.89990234375,7252.39990234375,4912.067227314323
2018-02-23,5999.7998046875,7244.39990234375,4884.8361797183525
2018-02-26,6042.2001953125,7289.60009765625,4913.361414732055
2018-02-27,6056.89990234375,7282.5,4900.480308279968
2018-02-28,6016.0,7231.89990234375,4865.965068280775
2018-03-01,5973.2998046875,7175.60009765625,4826.458129203504
2018-03-02,5928.89990234375,7069.89990234375,4738.219249646335
2018-03-05,5959.5,7116.0,4772.285132380602
2018-03-06,5962.39990234375,7146.7998046875,4801.944481620885
2018-03-07,5902.0,7157.7998046875,4836.698177254043
2018-03-08,5942.89990234375,7203.2001953125,4866.013710221987
2018-03-09,5963.2001953125,7224.5,4879.329942722577
2018-03-12,5996.10009765625,7214.7998046875,4856.691079691933
2018-03-13,5974.7001953125,7138.7998046875,4789.107099372888
2018-03-14,5935.2998046875,7132.7001953125,4798.502629069593
2018-03-15,5920.7998046875,7139.7998046875,4811.304707708874
2018-03-16,5949.39990234375,7164.10009765625,4824.3573332403685
2018-03-19,5959.39990234375,7042.89990234375,4699.224400504227
2018-03-20,5936.39990234375,7061.2998046875,4726.6695989223535
2018-03-21,5950.2998046875,7039.0,4698.9033276216305
2018-03-22,5937.2001953125,6952.60009765625,4617.655157680296
2018-03-23,5820.7001953125,6921.89990234375,4632.771353353224
2018-03-26,5790.5,6888.7001953125,4611.44859015265
2018-03-27,5832.2998046875,7000.10009765625,4706.409726876855
2018-03-28,5789.5,7044.7001953125,4767.841863895014
2018-03-29,5759.39990234375,7056.60009765625,4791.579344289566
2018-04-03,5751.89990234375,7030.5,4768.428799701047
2018-04-04,5761.39990234375,7034.0,4768.192699148587
2018-04-05,5788.7998046875,7199.5,4922.917037013447
2018-04-06,5788.7001953125,7183.60009765625,4907.056308421377
2018-04-09,5808.7001953125,7194.7998046875,4910.390540605344
2018-04-10,5857.0,7266.7998046875,4963.395495660432
2018-04-11,5828.7001953125,7257.10009765625,4964.82535872681
2018-04-12,5815.5,7258.2998046875,4971.216355968545
2018-04-13,5829.10009765625,7264.60009765625,4972.168087635504
2018-04-16,5841.2998046875,7198.2001953125,4900.970360851827
2018-04-17,5841.5,7226.10009765625,4928.791531635827
2018-04-18,5861.39990234375,7317.2998046875,5012.165129599668
2018-04-19,5881.0,7328.89990234375,5016.057023499941
2018-04-20,5868.7998046875,7368.2001953125,5060.155332936812
2018-04-23,5886.0,7398.89990234375,5084.09065478812
2018-04-24,5921.60009765625,7425.39990234375,5096.590071154316
2018-04-26,5910.7998046875,7421.39990234375,5096.837542788766
2018-04-27,5953.60009765625,7502.2001953125,5160.805604367411
2018-04-30,5982.7001953125,7509.2998046875,5156.460909433975
2018-05-01,6015.2001953125,7520.39990234375,5154.779610463389
2018-05-02,6050.2001953125,7543.2001953125,5163.815322449392
2018-05-03,6098.2998046875,7502.7001953125,5104.399009064229
2018-05-04,6062.89990234375,7567.10009765625,5182.720763482033
2018-05-08,6091.89990234375,7565.7998046875,5170.015531984722
2018-05-09,6108.0,7662.5,5260.383981639519
2018-05-10,6118.7001953125,7701.0,5294.675875784945
2018-05-11,6116.2001953125,7724.60009765625,5319.259157797105
2018-05-14,6135.2998046875,7711.0,5298.147685284255
2018-05-15,6097.7998046875,7723.0,5324.895450622912
2018-05-16,6107.0,7734.2001953125,5332.477450694383
2018-05-17,6094.2998046875,7788.0,5391.271908721186
2018-05-18,6087.39990234375,7778.7998046875,5384.785263825361
2018-05-21,6084.5,7859.2001953125,5466.326109897578
2018-05-22,6041.89990234375,7877.5,5501.379414415431
2018-05-23,6032.5,7788.39990234375,5415.976051531766
2018-05-24,6037.10009765625,7716.7001953125,5342.467246880002
2018-05-25,6032.7998046875,7730.2998046875,5357.758048564085
2018-05-29,6013.60009765625,7632.60009765625,5267.609082169311
2018-05-30,5984.7001953125,7689.60009765625,5335.974654917996
2018-05-31,6011.89990234375,7678.2001953125,5313.877821998857
2018-06-01,5990.39990234375,7701.7998046875,5345.932816834687
2018-06-04,6025.5,7741.2998046875,5371.628870072065
2018-06-05,5994.89990234375,7686.7998046875,5329.163084994048
2018-06-06,6025.10009765625,7712.39990234375,5342.886238819622
2018-06-07,6057.2998046875,7704.39990234375,5322.222939532412
2018-06-08,6045.2001953125,7681.10009765625,5303.681593504963
2018-06-12,6054.39990234375,7703.7998046875,5322.763297323379
2018-06-13,6023.5,7703.7001953125,5334.815808181794
2018-06-14,6016.60009765625,7765.7998046875,5399.628967973467
2018-06-15,6094.0,7633.89990234375,5237.289716376368
2018-06-18,6104.10009765625,7631.2998046875,5230.7175155166005
2018-06-19,6102.10009765625,7603.89990234375,5204.104160657579
2018-06-20,6172.60009765625,7627.39990234375,5199.878361820904
2018-06-21,6232.10009765625,7556.39990234375,5105.478574150235
2018-06-22,6225.2001953125,7682.2998046875,5234.092026910658
2018-06-25,6210.39990234375,7509.7998046875,5067.412593514566
2018-06-26,6197.60009765625,7537.89990234375,5100.546518261799
2018-06-27,6195.89990234375,7621.7001953125,5185.015453403847
2018-06-28,6215.39990234375,7615.60009765625,5171.246517771494
2018-06-29,6194.60009765625,7636.89990234375,5200.726339488891
2018-07-02,6177.7998046875,7547.89990234375,5118.333453577527
2018-07-03,6210.2001953125,7593.2998046875,5150.991133046122
2018-07-04,6183.39990234375,7573.10009765625,5141.331277527148
2018-07-05,6215.5,7603.2001953125,5158.807249647869
2018-07-06,6272.2998046875,7617.7001953125,5150.96937789286
2018-07-09,6286.0,7688.0,5215.8812554986935
2018-07-10,6258.10009765625,7692.0,5230.853554505015
